,pl_name,# name,ra_x,ra_y,dec_x,dec_y,st_vj,mag_v,pl_bmassj,mass_sini,pl_radj,radius,pl_orbper,orbital_period,pl_orbsmax,semi_major_axis,pl_orbeccen,eccentricity,pl_def_reflink,pl_disc_reflink,checked_coords,min_distance
153,hd66141b,hd66141b,120.566406,120.5667,2.334571,2.3344,4.38,4.39,6.0,6.0,,,480.5,480.5,1.2,1.2,0.07,0.07,"<a refstr=""LEE ET AL. 2012"" href=http://adsabs.harvard.edu/abs/2012A%26A...548A.118L target=ref> Lee et al. 2012 </a>","<a refstr=""LEE ET AL. 2012"" href=http://adsabs.harvard.edu/abs/2012A%26A...548A.118L target=ref> Lee et al. 2012 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 120.566406,  2.334571)>",12635.605349904386
155,hd68402b,hd68402b,121.348717,121.350000008,-74.410416,-74.41055557199999,9.11,9.11,3.07,3.07,,,1103.0,1103.0,2.18,2.18,0.03,0.03,"<a refstr=""JENKINS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466..443J target=ref>Jenkins et al. 2017</a>","<a refstr=""JENKINS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466..443J target=ref>Jenkins et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 121.348717, -74.410416)>",263695.59093594126
156,hd72892b,hd72892b,128.719147,128.720833351,-14.456694,-14.456666681,8.83,8.83,5.45,5.45,,,39.475,39.475,0.228,0.228,0.423,0.423,"<a refstr=""JENKINS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466..443J target=ref>Jenkins et al. 2017</a>","<a refstr=""JENKINS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466..443J target=ref>Jenkins et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 128.719147, -14.456694)>",46405.13891424694
157,hd76920b,hd76920b,133.820068,133.820833339,-67.265472,-67.265555573,7.817,7.8,3.93,3.93,,,415.4,415.4,1.149,1.149,0.856,0.856,"<a refstr=""WITTENMYER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171105378W target=ref>Wittenmyer et al. 2017</a>","<a refstr=""WITTENMYER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171105378W target=ref>Wittenmyer et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 133.820068, -67.265472)>",1736.829803199933
158,hd86950b,hd86950b,150.406708,150.408333346,-17.333023,-17.333055575,7.459,7.46,3.6,3.6,,,1270.0,1270.0,2.72,2.72,0.17,0.17,"<a refstr=""WITTENMYER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...51W target=ref>Wittenmyer et al. 2017</a>","<a refstr=""WITTENMYER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...51W target=ref>Wittenmyer et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 150.406708, -17.333023)>",6555.19491687211
159,hd89345b,hd89345b,154.671066,154.670833347,10.129028,10.129166678999999,9.376,9.4,0.11232,,0.612,0.616,11.81399,11.81433,0.105,0.1086,0.203,0.25,"<a refstr=""VAN EYLEN ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018arXiv180501860V target=ref>Van Eylen et al. 2018</a>","<a refstr=""VAN EYLEN ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018arXiv180501860V target=ref>Van Eylen et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 154.671066,  10.129028)>",8976.459637010732
160,hd9174b,hd9174b,22.504177,22.504166667,-19.604502,-19.60444446,8.4,8.4,1.11,1.11,,,1179.0,1179.0,2.2,2.2,0.12,0.12,"<a refstr=""JENKINS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466..443J target=ref>Jenkins et al. 2017</a>","<a refstr=""JENKINS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466..443J target=ref>Jenkins et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 22.504177, -19.604502)>",173468.13716094792
161,hip107773b,hip107773b,327.500519,327.5,-64.71254,-64.712500024,5.62,5.62,1.98,1.98,,,144.3,144.3,0.72,0.72,0.09,0.09,"<a refstr=""JONES ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..14J target=ref>Jones et al. 2015</a>","<a refstr=""JONES ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..14J target=ref>Jones et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 327.500519, -64.71254)>",139278.9426006393
162,hip109384b,hip109384b,332.405823,332.1333,71.31433100000001,71.3144,9.63,9.63,1.56,1.56,,,499.48,499.48,1.134,1.1340000000000001,0.549,0.5489999999999999,"<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 332.405823,  71.314331)>",198989.10679016885
163,hip109600b,hip109600b,333.026062,333.025000002,29.065811,29.065833346999998,9.16,9.16,2.68,2.68,,,232.08,232.08,0.706,0.706,0.163,0.163,"<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 333.026062,  29.065811)>",46891.22242236996
164,hip41378b,hip41378b,126.61604299999999,126.61666667600001,10.080378,10.08027779,8.93,8.9,,,0.259,0.26,15.5712,15.5712,,,,,"<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 126.616043,  10.080378)>",179279.35124577195
165,hip41378c,hip41378c,126.61604299999999,126.61666667600001,10.080378,10.08027779,8.93,8.9,,,0.228,0.228,31.6978,31.6978,,,,,"<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 126.616043,  10.080378)>",179279.35124577195
166,hip41378d,hip41378d,126.61604299999999,126.61666667600001,10.080378,10.08027779,8.93,8.9,,,0.353,0.353,156.0,157.0,,,,,"<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 126.616043,  10.080378)>",179279.35124577195
167,hip41378e,hip41378e,126.61604299999999,126.61666667600001,10.080378,10.08027779,8.93,8.9,,,0.49200000000000005,0.49200000000000005,131.0,131.0,,,,,"<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 126.616043,  10.080378)>",179279.35124577195
168,hip41378f,hip41378f,126.61604299999999,126.61666667600001,10.080378,10.08027779,8.93,8.9,,,0.91,0.91,324.0,324.0,,,,,"<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<a refstr=""VANDERBURG ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827L..10V target=ref>Vanderburg et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 126.616043,  10.080378)>",179279.35124577195
169,hip63242b,hip63242b,194.383163,194.3833,-65.646461,-65.6464,6.871,6.86,9.18,9.18,,,124.6,124.6,0.565,0.565,0.23,0.23,"<a refstr=""JONES ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013A%26A...556A..78J target=ref> Jones et al. 2013 </a>","<a refstr=""JONES ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013A%26A...556A..78J target=ref> Jones et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 194.383163, -65.646461)>",137265.11140411888
170,hip65407b,hip65407b,201.08766200000002,201.08750000700002,48.885094,48.885000018999996,9.42,9.42,0.428,0.428,,,28.125,28.125,0.177,0.177,0.14,0.14,"<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 201.087662,  48.885094)>",87289.51478425173
171,hip65407c,hip65407c,201.08766200000002,201.08750000700002,48.885094,48.885000018999996,9.42,9.42,0.784,0.784,,,67.3,67.3,0.316,0.316,0.12,0.12,"<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 201.087662,  48.885094)>",87289.51478425173
172,hip65426b,hip65426b,201.150406,201.15000001200002,-51.504459000000004,-51.504444458,6.982,7.01,9.0,,1.5,1.5,,,92.0,92.0,,,"<a refstr=""CHAUVIN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170701413C target=ref>Chauvin et al. 2017</a>","<a refstr=""CHAUVIN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170701413C target=ref>Chauvin et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 201.150406, -51.504459)>",57442.83063531645
173,hip65891b,hip65891b,202.605301,202.604166675,-58.664356000000005,-58.664444468999996,6.75,6.75,6.0,6.0,,,1084.5,1084.5,2.81,2.81,0.13,0.13,"<a refstr=""JONES ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..14J target=ref>Jones et al. 2015</a>","<a refstr=""JONES ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..14J target=ref>Jones et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 202.605301, -58.664356)>",41029.949023887
174,hip67537b,hip67537b,207.580826,207.579166673,-39.900856,-39.900833352,6.44,6.44,11.1,11.1,,,2556.5,2592.5,4.91,4.96,0.59,0.59,"<a refstr=""JONES ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..58J target=ref>Jones et al. 2017</a>","<a refstr=""JONES ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..58J target=ref>Jones et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 207.580826, -39.900856)>",16704.34428563131
176,hip74890b,hip74890b,229.57220499999997,229.57083333900002,-41.42057,-41.420555567,7.05,7.05,2.4,2.4,,,822.3,822.3,2.1,2.1,0.07,0.07,"<a refstr=""JONES ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...590A..38J target=ref>Jones et al. 2016</a>","<a refstr=""JONES ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...590A..38J target=ref>Jones et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 229.572205, -41.42057)>",58111.77212502705
178,hip8541b,hip8541b,27.526375,27.525000002,-54.464962,-54.465000021,7.88,7.9,5.5,5.59,,,1560.2,1560.0,2.8,2.8,0.16,0.16,"<a refstr=""JONES ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...590A..38J target=ref>Jones et al. 2016</a>","<a refstr=""JONES ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...590A..38J target=ref>Jones et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 27.526375, -54.464962)>",47501.404065019
179,hr2562b,hr2562b,102.504227,102.504226375,-60.249145999999996,-60.249143795100004,6.11,6.114,30.0,,1.11,,,,20.3,20.3,,,"<a refstr=""KONOPACKY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...829L...4K target=ref>Konopacky et al. 2016</a>","<a refstr=""KONOPACKY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...829L...4K target=ref>Konopacky et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 102.504227, -60.249146)>",63028.05203216436
181,k210b,k210b,172.121964,172.120833343,1.690636,1.690555575,12.418,12.5,0.08495,0.085,0.34299999999999997,0.34299999999999997,19.3044,19.3044,,,0.31,0.31,"<a refstr=""VAN EYLEN ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820...56V target=ref>Van Eylen et al. 2016</a>","<a refstr=""MONTET ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 172.121964,  1.690636)>",4978.116580277914
182,k2105b,k2105b,125.42028,125.42083334700001,13.49753,13.497500020999999,11.752,12.0,0.09439,,0.369,0.32,8.266902,8.266902,0.081,,,,"<a refstr=""NARITA ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017PASJ...69...29N target=ref>Narita et al. 2017</a>","<a refstr=""NARITA ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017PASJ...69...29N target=ref>Narita et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 125.42028,  13.49753)>",16177.728853478739
183,k2108b,k2108b,123.381874,123.383333344,16.419609,16.419722232999998,12.33,12.33,0.18689,,0.47100000000000003,0.47100000000000003,4.73401,4.73401,0.0573,0.0573,0.18,0.18,"<a refstr=""PETIGURA ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..142P target=ref>Petigura et al. 2017</a>","<a refstr=""PETIGURA ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..142P target=ref>Petigura et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 123.381874,  16.419609)>",26173.72702440895
184,k211b,k211b,169.042007,169.042002,1.9868400000000002,1.9868400000000002,13.386,,,,0.674,0.674,39.93767,39.937670000000004,0.2257,0.2257,,,"<a refstr=""MONTET ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>","<a refstr=""MONTET ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 169.042007,  1.98684)>",2773.8206867316358
185,k2110b,k2110b,207.349533,207.349541675,-12.284491000000001,-12.2844888955,11.915,11.91,0.052539999999999996,,0.231,0.2312,13.86375,13.86375,0.1021,0.1021,0.079,0.079,"<a refstr=""OSBORN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A..19O target=ref>Osborn et al. 2017</a>","<a refstr=""OSBORN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A..19O target=ref>Osborn et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 207.349533, -12.284491)>",19759.69427606406
186,k212b,k212b,173.192032,173.192036,2.244884,2.244884,12.258,,,,0.20800000000000002,0.20800000000000002,8.28212,8.282119999999999,0.0802,0.0802,,,"<a refstr=""MONTET ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>","<a refstr=""MONTET ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 173.192032,  2.244884)>",13671.403852294505
187,k213b,k213b,170.15553300000002,170.155529,2.502696,2.502696,12.901,,,,0.16899999999999998,0.16899999999999998,39.91488,39.91488,0.2114,0.2114,,,"<a refstr=""MONTET ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>","<a refstr=""MONTET ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 170.155533,  2.502696)>",2455.4317685257306
188,k2136b,k2136b,67.41246,67.412500013,22.882721,22.882777808,,11.2,,,0.08800000000000001,0.08800000000000001,7.975292,7.975292,,,0.1,0.1,"<a refstr=""MANN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170910328M target=ref>Mann et al. 2017</a>","<a refstr=""MANN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170910328M target=ref>Mann et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 67.41246,  22.882721)>",13356.194331248842
189,k2136c,k2136c,67.41246,67.412500013,22.882721,22.882777808,,11.2,,,0.26,0.267,17.307137,17.307137,,,0.13,0.13,"<a refstr=""MANN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170910328M target=ref>Mann et al. 2017</a>","<a refstr=""MANN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170910328M target=ref>Mann et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 67.41246,  22.882721)>",13356.194331248842
190,k2136d,k2136d,67.41246,67.412500013,22.882721,22.882777808,,11.2,,,0.129,1.45,25.575065,25.575065,,,0.14,0.14,"<a refstr=""MANN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170910328M target=ref>Mann et al. 2017</a>","<a refstr=""MANN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170910328M target=ref>Mann et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 67.41246,  22.882721)>",13356.194331248842
191,k2137b,k2137b,186.870728,186.87072501,-6.195224,-6.195225013180001,15.498,15.498,0.5,,0.079,0.079,0.179715,0.179715,0.0058,0.0058,0.0,,"<a refstr=""SMITH ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170704549S target=ref>Smith et al. 2017</a>","<a refstr=""SMITH ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170704549S target=ref>Smith et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 186.870728, -6.195224)>",86565.3168495667
192,k2138b,k2138b,348.949036,348.949041683,-10.849696,-10.849697252,12.21,12.21,,,0.14,0.14,2.35322,2.35322,0.0338,0.0338,0.403,0.0,"<a refstr=""CHRISTIANSEN ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...57C target=ref>Christiansen et al. 2018</a>","<a refstr=""CHRISTIANSEN ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...57C target=ref>Christiansen et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 348.949036, -10.849696)>",6343.72810738836
193,k2138c,k2138c,348.949036,348.949041683,-10.849696,-10.849697252,12.21,12.21,,,0.225,0.225,3.55987,3.5598699999999996,0.044539999999999996,0.044539999999999996,0.296,0.0,"<a refstr=""CHRISTIANSEN ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...57C target=ref>Christiansen et al. 2018</a>","<a refstr=""CHRISTIANSEN ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...57C target=ref>Christiansen et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 348.949036, -10.849696)>",6343.72810738836
194,k2138d,k2138d,348.949036,348.949041683,-10.849696,-10.849697252,12.21,12.21,,,0.237,0.237,5.40478,5.404780000000001,0.05882999999999999,0.05882999999999999,0.348,0.0,"<a refstr=""CHRISTIANSEN ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...57C target=ref>Christiansen et al. 2018</a>","<a refstr=""CHRISTIANSEN ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...57C target=ref>Christiansen et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 348.949036, -10.849696)>",6343.72810738836
